,player_name,time,longitude,latitude,ressource_id,ressource_type,Game_ID
237,Silent Squirrel,2023-05-20 11:14:02-05:00,-74.47773,46.046086,28,Type A,2
238,Swift Elephant,2023-05-20 11:14:10-05:00,-74.478164,46.045113,9,Type A,2
239,Majestic Kangaroo,2023-05-20 11:14:10-05:00,-74.478131,46.043354,91,Type A,2
240,Brave Cheetah,2023-05-20 11:14:14-05:00,-74.477511,46.043628,98,Type A,2
241,Bold Owl,2023-05-20 11:14:28-05:00,-74.477325,46.04295,104,Type A,2
242,Tenacious Mongoose,2023-05-20 11:14:29-05:00,-74.479615,46.044289,19,Type A,2
243,Enduring Beaver,2023-05-20 11:14:30-05:00,-74.477093,46.043863,96,Type B,2
244,Energetic Badger,2023-05-20 11:14:34-05:00,-74.478988,46.043848,16,Type A,2
245,Fearless Chameleon,2023-05-20 11:14:38-05:00,-74.477121,46.043397,101,Type A,2
246,Resourceful Platypus,2023-05-20 11:14:39-05:00,-74.479024,46.046009,25,Type B,2
247,Vigilant Puma,2023-05-20 11:14:42-05:00,-74.479598,46.044265,19,Type A,2
248,Enduring Beaver,2023-05-20 11:14:43-05:00,-74.477093,46.043863,96,Type A,2
249,Agile Hippopotamus,2023-05-20 11:14:46-05:00,-74.477787,46.045049,8,Type B,2
250,Brave Cheetah,2023-05-20 11:14:47-05:00,-74.477511,46.043628,98,Type A,2
251,Enduring Beaver,2023-05-20 11:15:12-05:00,-74.477093,46.043863,96,Type B,2
252,Resourceful Platypus,2023-05-20 11:15:12-05:00,-74.479024,46.046009,25,Type B,2
253,Silent Squirrel,2023-05-20 11:15:12-05:00,-74.47773,46.046086,28,Type A,2
254,Elusive Fox,2023-05-20 11:15:15-05:00,-74.47845,46.046157,26,Type A,2
255,Agile Hippopotamus,2023-05-20 11:15:24-05:00,-74.477787,46.045049,8,Type B,2
256,Resourceful Platypus,2023-05-20 11:15:25-05:00,-74.479024,46.046009,25,Type A,2
257,Independent Weasel,2023-05-20 11:15:25-05:00,-74.478883,46.042685,75,Type A,2
258,Noble Zebra,2023-05-20 11:15:31-05:00,-74.477064,46.045523,29,Type A,2
259,Tenacious Mongoose,2023-05-20 11:15:33-05:00,-74.479615,46.044289,19,Type B,2
260,Silent Squirrel,2023-05-20 11:15:35-05:00,-74.47773,46.046086,28,Type B,2
261,Fearless Chameleon,2023-05-20 11:15:46-05:00,-74.477065,46.043432,101,Type B,2
262,Bold Owl,2023-05-20 11:15:55-05:00,-74.477223,46.043021,104,Type A,2
263,Independent Weasel,2023-05-20 11:16:02-05:00,-74.478817,46.042691,75,Type A,2
264,Tenacious Mongoose,2023-05-20 11:16:02-05:00,-74.479615,46.044289,19,Type B,2
265,Enduring Beaver,2023-05-20 11:16:02-05:00,-74.477017,46.04392,96,Type B,2
266,Resourceful Platypus,2023-05-20 11:16:11-05:00,-74.47897,46.046016,25,Type B,2
267,Fearless Chameleon,2023-05-20 11:16:12-05:00,-74.477065,46.043432,101,Type A,2
268,Wild Tiger,2023-05-20 11:16:14-05:00,-74.478756,46.043016,78,Type A,2
269,Silent Squirrel,2023-05-20 11:16:16-05:00,-74.47773,46.046086,28,Type B,2
270,Majestic Kangaroo,2023-05-20 11:16:26-05:00,-74.477993,46.043474,108,Type B,2
271,Independent Weasel,2023-05-20 11:16:28-05:00,-74.478817,46.042691,75,Type B,2
272,Silent Squirrel,2023-05-20 11:16:33-05:00,-74.47773,46.046086,28,Type B,2
273,Tenacious Mongoose,2023-05-20 11:16:33-05:00,-74.479615,46.044289,19,Type A,2
274,Resourceful Platypus,2023-05-20 11:16:37-05:00,-74.478942,46.046052,25,Type B,2
275,Majestic Kangaroo,2023-05-20 11:16:48-05:00,-74.477993,46.043474,108,Type A,2
276,Noble Zebra,2023-05-20 11:16:48-05:00,-74.47706,46.045533,29,Type A,2
277,Wild Tiger,2023-05-20 11:16:49-05:00,-74.478756,46.043016,78,Type A,2
278,Resourceful Platypus,2023-05-20 11:16:49-05:00,-74.478942,46.046052,25,Type A,2
279,Independent Weasel,2023-05-20 11:16:50-05:00,-74.478817,46.042691,75,Type A,2
280,Silent Squirrel,2023-05-20 11:16:56-05:00,-74.47773,46.046086,28,Type A,2
281,Resourceful Platypus,2023-05-20 11:17:01-05:00,-74.478942,46.046052,25,Type B,2
282,Vigilant Puma,2023-05-20 11:17:07-05:00,-74.479248,46.044343,20,Type A,2
283,Noble Zebra,2023-05-20 11:17:07-05:00,-74.47706,46.045533,29,Type A,2
284,Bold Owl,2023-05-20 11:17:08-05:00,-74.47722,46.04304,104,Type A,2
285,Brave Cheetah,2023-05-20 11:17:11-05:00,-74.477511,46.043628,98,Type A,2
286,Independent Weasel,2023-05-20 11:17:16-05:00,-74.478796,46.0427,75,Type A,2
287,Silent Squirrel,2023-05-20 11:17:27-05:00,-74.47773,46.046086,28,Type A,2
288,Independent Weasel,2023-05-20 11:17:34-05:00,-74.478796,46.0427,75,Type B,2
289,Resourceful Platypus,2023-05-20 11:17:34-05:00,-74.478942,46.046052,25,Type B,2
290,Tenacious Mongoose,2023-05-20 11:17:45-05:00,-74.47958,46.044256,19,Type A,2
291,Wild Tiger,2023-05-20 11:17:53-05:00,-74.47871,46.042976,78,Type A,2
292,Resourceful Platypus,2023-05-20 11:17:54-05:00,-74.478998,46.046029,25,Type A,2
293,Brave Cheetah,2023-05-20 11:17:58-05:00,-74.477061,46.043837,96,Type A,2
294,Elusive Fox,2023-05-20 11:18:01-05:00,-74.47839,46.04614,26,Type A,2
295,Silent Squirrel,2023-05-20 11:18:01-05:00,-74.47773,46.046086,28,Type A,2
296,Independent Weasel,2023-05-20 11:18:02-05:00,-74.478796,46.0427,75,Type B,2
297,Cunning Giraffe,2023-05-20 11:18:12-05:00,-74.479469,46.042545,74,Type B,2
298,Enduring Beaver,2023-05-20 11:18:16-05:00,-74.477021,46.043759,97,Type A,2
299,Noble Zebra,2023-05-20 11:18:30-05:00,-74.47706,46.045533,29,Type A,2
300,Independent Weasel,2023-05-20 11:18:32-05:00,-74.478793,46.042692,75,Type B,2
301,Wandering Antelope,2023-05-20 11:18:37-05:00,-74.477849,46.042636,106,Type A,2
302,Silent Squirrel,2023-05-20 11:18:42-05:00,-74.47773,46.046086,28,Type A,2
303,Tenacious Mongoose,2023-05-20 11:18:45-05:00,-74.479571,46.044246,19,Type B,2
304,Enduring Beaver,2023-05-20 11:18:47-05:00,-74.477021,46.043759,97,Type B,2
305,Energetic Badger,2023-05-20 11:18:48-05:00,-74.478562,46.043598,89,Type A,2
306,Fearless Chameleon,2023-05-20 11:18:56-05:00,-74.483736,46.032276,100,Type B,2
307,Brave Cheetah,2023-05-20 11:19:01-05:00,-74.477061,46.043837,96,Type A,2
308,Silent Squirrel,2023-05-20 11:19:03-05:00,-74.47773,46.046086,28,Type A,2
309,Wandering Antelope,2023-05-20 11:19:07-05:00,-74.477808,46.042675,106,Type A,2
310,Tenacious Mongoose,2023-05-20 11:19:13-05:00,-74.479571,46.044245,19,Type A,2
311,Noble Zebra,2023-05-20 11:19:14-05:00,-74.47706,46.045533,29,Type A,2
312,Wild Tiger,2023-05-20 11:19:19-05:00,-74.47871,46.042976,78,Type A,2
313,Fearless Chameleon,2023-05-20 11:19:20-05:00,-74.477243,46.043309,100,Type A,2
314,Vigilant Puma,2023-05-20 11:19:28-05:00,-74.479204,46.044379,90,Type A,2
315,Gentle Bear,2023-05-20 11:19:32-05:00,-74.477572,46.043139,99,Type A,2
316,Enduring Beaver,2023-05-20 11:19:37-05:00,-74.477021,46.043759,97,Type A,2
317,Energetic Badger,2023-05-20 11:19:40-05:00,-74.478494,46.043532,89,Type A,2
318,Resourceful Platypus,2023-05-20 11:19:44-05:00,-74.478998,46.046029,25,Type A,2
319,Brave Cheetah,2023-05-20 11:19:46-05:00,-74.477061,46.043837,96,Type A,2
320,Tenacious Mongoose,2023-05-20 11:19:46-05:00,-74.47958,46.04424,19,Type A,2
321,Vigilant Puma,2023-05-20 11:19:48-05:00,-74.479171,46.044338,90,Type A,2
322,Resourceful Platypus,2023-05-20 11:20:03-05:00,-74.478999,46.046027,25,Type B,2
323,Wandering Antelope,2023-05-20 11:20:05-05:00,-74.477866,46.04265,106,Type A,2
324,Cunning Giraffe,2023-05-20 11:20:19-05:00,-74.479409,46.042566,74,Type A,2
325,Gentle Bear,2023-05-20 11:20:22-05:00,-74.477531,46.043132,99,Type A,2
326,Resourceful Platypus,2023-05-20 11:20:28-05:00,-74.478999,46.046027,25,Type A,2
327,Majestic Kangaroo,2023-05-20 11:20:33-05:00,-74.478366,46.042911,79,Type A,2
328,Silent Squirrel,2023-05-20 11:20:44-05:00,-74.477747,46.046045,28,Type A,2
329,Fearless Chameleon,2023-05-20 11:20:48-05:00,-74.477284,46.043267,100,Type B,2
330,Enduring Beaver,2023-05-20 11:20:53-05:00,-74.477021,46.043759,97,Type A,2
331,Brave Cheetah,2023-05-20 11:20:55-05:00,-74.477061,46.043837,96,Type A,2
332,Majestic Kangaroo,2023-05-20 11:20:56-05:00,-74.478629,46.042787,76,Type A,2
333,Gentle Bear,2023-05-20 11:21:01-05:00,-74.477588,46.043135,99,Type A,2
334,Majestic Kangaroo,2023-05-20 11:21:08-05:00,-74.478366,46.042911,79,Type A,2
335,Independent Weasel,2023-05-20 11:21:11-05:00,-74.478629,46.042787,75,Type A,2
336,Cunning Giraffe,2023-05-20 11:21:19-05:00,-74.479382,46.042517,74,Type A,2
337,Enduring Beaver,2023-05-20 11:21:23-05:00,-74.477021,46.043759,97,Type A,2
338,Resilient Otter,2023-05-20 11:21:26-05:00,-74.478265,46.045935,27,Type A,2
339,Bold Owl,2023-05-20 11:21:36-05:00,-74.476765,46.043423,102,Type A,2
340,Gentle Bear,2023-05-20 11:21:39-05:00,-74.477641,46.043163,99,Type A,2
341,Tenacious Mongoose,2023-05-20 11:21:42-05:00,-74.479578,46.04424,19,Type A,2
342,Cunning Giraffe,2023-05-20 11:21:43-05:00,-74.479382,46.042517,74,Type A,2
343,Independent Weasel,2023-05-20 11:21:43-05:00,-74.478629,46.042787,76,Type A,2
344,Brave Cheetah,2023-05-20 11:21:44-05:00,-74.477061,46.043837,96,Type A,2
345,Swift Elephant,2023-05-20 11:21:50-05:00,-74.47774,46.044993,8,Type A,2
346,Wild Tiger,2023-05-20 11:21:51-05:00,-74.478649,46.042891,78,Type A,2
347,Energetic Badger,2023-05-20 11:21:55-05:00,-74.478305,46.043463,90,Type A,2
348,Enduring Beaver,2023-05-20 11:22:00-05:00,-74.477021,46.043759,97,Type B,2
349,Brave Cheetah,2023-05-20 11:22:09-05:00,-74.477061,46.043837,96,Type A,2
350,Cunning Giraffe,2023-05-20 11:22:17-05:00,-74.479382,46.042517,74,Type B,2
351,Independent Weasel,2023-05-20 11:22:18-05:00,-74.478573,46.042813,76,Type A,2
352,Swift Elephant,2023-05-20 11:22:26-05:00,-74.477816,46.045039,8,Type A,2
353,Tenacious Mongoose,2023-05-20 11:22:28-05:00,-74.479583,46.04425,19,Type A,2
354,Independent Weasel,2023-05-20 11:22:39-05:00,-74.478636,46.042798,76,Type A,2
355,Majestic Kangaroo,2023-05-20 11:22:50-05:00,-74.478732,46.043052,78,Type A,2
356,Fearless Chameleon,2023-05-20 11:22:51-05:00,-74.477254,46.043094,104,Type A,2
357,Cunning Giraffe,2023-05-20 11:22:53-05:00,-74.47946,46.042504,74,Type B,2
358,Resilient Otter,2023-05-20 11:22:54-05:00,-74.478233,46.045897,27,Type A,2
359,Tenacious Mongoose,2023-05-20 11:23:00-05:00,-74.479583,46.04425,19,Type A,2
360,Independent Weasel,2023-05-20 11:23:14-05:00,-74.478619,46.042803,76,Type A,2
361,Enduring Beaver,2023-05-20 11:23:14-05:00,-74.477021,46.043759,97,Type A,2
362,Majestic Kangaroo,2023-05-20 11:23:17-05:00,-74.478732,46.043052,78,Type B,2
363,Cunning Giraffe,2023-05-20 11:23:17-05:00,-74.479465,46.042448,74,Type B,2
364,Bold Owl,2023-05-20 11:23:20-05:00,-74.476733,46.043354,102,Type A,2
365,Resilient Otter,2023-05-20 11:23:33-05:00,-74.478246,46.045942,27,Type A,2
366,Fearless Chameleon,2023-05-20 11:23:37-05:00,-74.477259,46.043048,104,Type B,2
367,Cunning Giraffe,2023-05-20 11:23:51-05:00,-74.479557,46.0425,74,Type A,2
368,Independent Weasel,2023-05-20 11:23:56-05:00,-74.478551,46.042799,76,Type B,2
369,Resilient Otter,2023-05-20 11:23:58-05:00,-74.478234,46.045894,27,Type A,2
370,Energetic Badger,2023-05-20 11:24:05-05:00,-74.478126,46.04331,91,Type A,2
371,Fearless Chameleon,2023-05-20 11:24:05-05:00,-74.477328,46.043003,104,Type A,2
372,Enduring Beaver,2023-05-20 11:24:11-05:00,-74.477021,46.043759,97,Type B,2
373,Cunning Giraffe,2023-05-20 11:24:13-05:00,-74.479482,46.042504,74,Type A,2
374,Gentle Bear,2023-05-20 11:24:17-05:00,-74.477621,46.043183,99,Type A,2
375,Majestic Kangaroo,2023-05-20 11:24:21-05:00,-74.478732,46.043052,78,Type A,2
376,Independent Weasel,2023-05-20 11:24:22-05:00,-74.478551,46.042799,76,Type B,2
377,Cunning Giraffe,2023-05-20 11:24:31-05:00,-74.479482,46.042504,74,Type A,2
378,Wild Tiger,2023-05-20 11:24:34-05:00,-74.478916,46.042644,75,Type A,2
379,Tenacious Mongoose,2023-05-20 11:24:36-05:00,-74.479576,46.044273,19,Type A,2
380,Independent Weasel,2023-05-20 11:24:42-05:00,-74.478509,46.042836,76,Type A,2
381,Enduring Beaver,2023-05-20 11:24:42-05:00,-74.477021,46.043759,97,Type B,2
382,Curious Penguin,2023-05-20 11:24:44-05:00,-74.477142,46.045573,29,Type A,2
383,Tenacious Mongoose,2023-05-20 11:24:53-05:00,-74.479576,46.044273,19,Type A,2
384,Swift Elephant,2023-05-20 11:24:56-05:00,-74.477816,46.045039,8,Type A,2
385,Majestic Kangaroo,2023-05-20 11:25:02-05:00,-74.478732,46.043052,78,Type B,2
386,Cunning Giraffe,2023-05-20 11:25:02-05:00,-74.479451,46.042545,74,Type A,2
387,Wild Tiger,2023-05-20 11:25:05-05:00,-74.478857,46.042664,75,Type A,2
388,Majestic Kangaroo,2023-05-20 11:25:07-05:00,-74.478509,46.042836,76,Type A,2
389,Energetic Badger,2023-05-20 11:25:16-05:00,-74.478254,46.043241,92,Type A,2
390,Elusive Fox,2023-05-20 11:25:18-05:00,-74.478178,46.04594,27,Type A,2
391,Noble Zebra,2023-05-20 11:25:32-05:00,-74.477098,46.045528,29,Type A,2
392,Enduring Beaver,2023-05-20 11:25:40-05:00,-74.477021,46.043759,97,Type B,2
393,Wild Tiger,2023-05-20 11:25:41-05:00,-74.478857,46.042664,75,Type A,2
394,Energetic Badger,2023-05-20 11:25:46-05:00,-74.478291,46.043195,92,Type A,2
395,Majestic Kangaroo,2023-05-20 11:25:46-05:00,-74.478732,46.043052,78,Type A,2
396,Noble Zebra,2023-05-20 11:25:50-05:00,-74.47753,46.045782,1,Type A,2
397,Silent Squirrel,2023-05-20 11:26:01-05:00,-74.478454,46.046195,26,Type A,2
398,Wandering Antelope,2023-05-20 11:26:04-05:00,-74.477283,46.043359,100,Type A,2
399,Wandering Antelope,2023-05-20 11:26:21-05:00,-74.477283,46.043359,100,Type A,2
400,Curious Penguin,2023-05-20 11:26:22-05:00,-74.477082,46.045556,29,Type A,2
401,Elusive Fox,2023-05-20 11:26:24-05:00,-74.478288,46.045885,27,Type A,2
402,Enduring Beaver,2023-05-20 11:26:26-05:00,-74.477021,46.043759,97,Type B,2
403,Tenacious Mongoose,2023-05-20 11:26:47-05:00,-74.479585,46.044272,19,Type A,2
404,Silent Squirrel,2023-05-20 11:26:55-05:00,-74.478454,46.046195,28,Type B,2
405,Gentle Bear,2023-05-20 11:27:03-05:00,-74.477603,46.043176,99,Type A,2
406,Resourceful Platypus,2023-05-20 11:27:13-05:00,-74.479377,46.045559,3,Type A,2
407,Tenacious Mongoose,2023-05-20 11:27:19-05:00,-74.479577,46.044274,19,Type A,2
408,Majestic Kangaroo,2023-05-20 11:27:21-05:00,-74.478602,46.042784,76,Type B,2
409,Elusive Fox,2023-05-20 11:27:24-05:00,-74.478288,46.045885,27,Type A,2
410,Bold Owl,2023-05-20 11:27:30-05:00,-74.476757,46.043355,101,Type A,2
411,Silent Squirrel,2023-05-20 11:27:30-05:00,-74.478454,46.046195,28,Type A,2
412,Enduring Beaver,2023-05-20 11:27:34-05:00,-74.477021,46.043759,97,Type A,2
413,Silent Squirrel,2023-05-20 11:27:49-05:00,-74.478454,46.046195,28,Type B,2
414,Majestic Kangaroo,2023-05-20 11:28:06-05:00,-74.478602,46.042784,76,Type B,2
415,Fearless Chameleon,2023-05-20 11:28:08-05:00,-74.477615,46.042902,105,Type B,2
416,Resilient Otter,2023-05-20 11:28:11-05:00,-74.47889,46.04583,4,Type A,2
417,Tenacious Mongoose,2023-05-20 11:28:16-05:00,-74.479582,46.044278,19,Type A,2
418,Majestic Kangaroo,2023-05-20 11:28:24-05:00,-74.478602,46.042784,76,Type B,2
419,Cunning Giraffe,2023-05-20 11:28:29-05:00,-74.479115,46.042028,71,Type B,2
420,Resilient Otter,2023-05-20 11:28:34-05:00,-74.478903,46.04578,4,Type A,2
421,Resourceful Platypus,2023-05-20 11:28:41-05:00,-74.479244,46.045549,3,Type B,2
422,Resourceful Platypus,2023-05-20 11:28:41-05:00,-74.479244,46.045549,3,Type B,2
423,Tenacious Mongoose,2023-05-20 11:28:42-05:00,-74.479582,46.044278,19,Type A,2
424,Fearless Chameleon,2023-05-20 11:28:58-05:00,-74.477643,46.04286,105,Type A,2
425,Cunning Giraffe,2023-05-20 11:28:59-05:00,-74.479072,46.042037,71,Type B,2
426,Majestic Kangaroo,2023-05-20 11:29:01-05:00,-74.47867,46.042776,76,Type B,2
427,Silent Squirrel,2023-05-20 11:29:03-05:00,-74.478456,46.046194,28,Type B,2
428,Vigilant Puma,2023-05-20 11:29:03-05:00,-74.479317,46.043957,18,Type A,2
429,Resourceful Platypus,2023-05-20 11:29:12-05:00,-74.479277,46.045549,3,Type B,2
430,Resilient Otter,2023-05-20 11:29:14-05:00,-74.478903,46.04578,4,Type A,2
431,Independent Weasel,2023-05-20 11:29:19-05:00,-74.478333,46.042717,110,Type B,2
432,Bold Owl,2023-05-20 11:29:25-05:00,-74.476912,46.043475,101,Type A,2
433,Wandering Antelope,2023-05-20 11:29:27-05:00,-74.476804,46.043307,102,Type A,2
434,Energetic Badger,2023-05-20 11:29:40-05:00,-74.478721,46.043218,81,Type A,2
435,Tenacious Mongoose,2023-05-20 11:29:46-05:00,-74.479576,46.044276,19,Type A,2
436,Fearless Chameleon,2023-05-20 11:29:47-05:00,-74.477643,46.04286,105,Type A,2
437,Cunning Giraffe,2023-05-20 11:29:49-05:00,-74.479051,46.042084,71,Type B,2
438,Majestic Kangaroo,2023-05-20 11:29:54-05:00,-74.47867,46.042776,76,Type A,2
439,Bold Owl,2023-05-20 11:29:57-05:00,-74.476923,46.043557,101,Type A,2
440,Energetic Badger,2023-05-20 11:30:01-05:00,-74.478721,46.043218,81,Type A,2
441,Silent Squirrel,2023-05-20 11:30:03-05:00,-74.478456,46.046194,28,Type B,2
442,Independent Weasel,2023-05-20 11:30:07-05:00,-74.478264,46.042698,110,Type A,2
443,Resourceful Platypus,2023-05-20 11:30:10-05:00,-74.479217,46.045499,3,Type A,2
444,Wandering Antelope,2023-05-20 11:30:20-05:00,-74.476804,46.043307,102,Type A,2
445,Fearless Chameleon,2023-05-20 11:30:21-05:00,-74.477643,46.04286,105,Type A,2
446,Resourceful Platypus,2023-05-20 11:30:31-05:00,-74.47922,46.045502,3,Type B,2
447,Independent Weasel,2023-05-20 11:30:41-05:00,-74.478264,46.042698,110,Type A,2
448,Fearless Chameleon,2023-05-20 11:30:43-05:00,-74.477643,46.04286,105,Type A,2
449,Vigilant Puma,2023-05-20 11:30:44-05:00,-74.479317,46.043957,18,Type A,2
450,Cunning Giraffe,2023-05-20 11:30:46-05:00,-74.479118,46.042097,71,Type B,2
451,Bold Owl,2023-05-20 11:30:48-05:00,-74.47688,46.043441,101,Type A,2
452,Silent Squirrel,2023-05-20 11:30:58-05:00,-74.478456,46.046194,28,Type A,2
453,Vigilant Puma,2023-05-20 11:30:58-05:00,-74.479317,46.043957,18,Type A,2
454,Majestic Kangaroo,2023-05-20 11:31:03-05:00,-74.478647,46.04281,76,Type A,2
455,Wandering Antelope,2023-05-20 11:31:09-05:00,-74.476804,46.043307,102,Type A,2
456,Cunning Giraffe,2023-05-20 11:31:11-05:00,-74.479103,46.042053,71,Type B,2
457,Resourceful Platypus,2023-05-20 11:31:30-05:00,-74.47922,46.045502,3,Type B,2
458,Fearless Chameleon,2023-05-20 11:31:55-05:00,-74.477645,46.042853,105,Type A,2
459,Cunning Giraffe,2023-05-20 11:31:57-05:00,-74.479177,46.042077,71,Type B,2
460,Independent Weasel,2023-05-20 11:32:12-05:00,-74.478192,46.042712,110,Type B,2
461,Bold Owl,2023-05-20 11:32:14-05:00,-74.476898,46.043442,100,Type A,2
462,Resilient Otter,2023-05-20 11:32:21-05:00,-74.478838,46.045802,4,Type A,2
463,Cunning Giraffe,2023-05-20 11:32:24-05:00,-74.47912,46.042103,71,Type B,2
464,Independent Weasel,2023-05-20 11:32:29-05:00,-74.478246,46.04274,110,Type A,2
465,Swift Elephant,2023-05-20 11:32:48-05:00,-74.477115,46.045585,29,Type A,2
466,Wandering Antelope,2023-05-20 11:32:51-05:00,-74.476991,46.043423,101,Type A,2
467,Resourceful Platypus,2023-05-20 11:33:05-05:00,-74.479509,46.045296,22,Type A,2
468,Energetic Badger,2023-05-20 11:33:09-05:00,-74.478659,46.043088,78,Type A,2
469,Cunning Giraffe,2023-05-20 11:33:19-05:00,-74.479069,46.04206,71,Type A,2
470,Elusive Fox,2023-05-20 11:33:32-05:00,-74.478287,46.04589,27,Type A,2
471,Energetic Badger,2023-05-20 11:33:35-05:00,-74.478759,46.043046,78,Type A,2
